freelancer_id,name,gender,age,country,language,primary_skill,years_of_experience,hourly_rate_usd,rating,is_active,client_satisfaction
FL250812,Richard Hill,M,52.0,Russia,Russian,Data Analysis,30.0,30.0,2.0,True,68.0
FL250813,Lindsay Potts,F,39.0,Russia,Russian,Graphic Design,20.0,75.0,2.7,True,67.0
FL250814,Michelle Campbell,F,31.0,Australia,English,Mobile Apps,0.0,30.0,2.3,False,79.0
FL250815,Alan Williams,M,22.0,South Korea,Korean,UI/UX Design,4.0,40.0,3.8,True,100.0
FL250816,Robin Hinton,F,38.0,United Kingdom,English,UI/UX Design,10.0,40.0,,False,66.0
FL250817,Brian Holland,M,44.0,Argentina,Spanish,Graphic Design,24.0,75.0,4.6,False,97.0
FL250818,Adam Stone,M,53.0,Indonesia,Indonesian,Machine Learning,21.0,100.0,3.4,False,62.0
FL250819,Curtis Lambert,M,22.0,China,Mandarin,Data Analysis,2.0,20.0,,False,
FL250820,Alexandra Sims,F,40.0,India,Hindi,Blockchain Development,14.0,75.0,0.0,True,79.0
FL250821,Brenda Spencer,F,49.0,China,Mandarin,Mobile Apps,15.0,40.0,3.9,False,86.0
FL250822,Joshua Bush,M,30.0,Australia,English,UI/UX Design,11.0,30.0,4.2,False,65.0
FL250823,Erin Martin,F,37.0,Japan,Japanese,AI,6.0,20.0,,,99.0
FL250824,Alexander Hogan,M,21.0,Egypt,Arabic,Graphic Design,2.0,100.0,3.6,False,85.0
FL250825,William Harris,M,20.0,South Korea,Korean,AI,1.0,50.0,,True,81.0
FL250826,Michael Mcmahon,M,20.0,China,Mandarin,Data Analysis,2.0,40.0,2.1,False,64.0
FL250827,Michael Watson,M,20.0,Argentina,Spanish,Machine Learning,2.0,20.0,3.9,False,84.0
FL250828,Lori Perez,F,26.0,Russia,Russian,Machine Learning,2.0,40.0,0.0,,66.0
FL250829,Lindsay Le,F,50.0,South Korea,Korean,Web Development,12.0,75.0,0.0,False,75.0
FL250830,Scott Long,M,50.0,Spain,Spanish,AI,28.0,30.0,1.8,,
FL250831,Diana Ferguson,F,54.0,Indonesia,Indonesian,AI,4.0,20.0,1.1,True,63.0
FL250832,Joseph Miller,M,54.0,Spain,Spanish,Blockchain Development,3.0,20.0,1.6,True,70.0
FL250833,Julia Reid,F,34.0,Egypt,Arabic,Machine Learning,4.0,30.0,3.1,,90.0
FL250834,Samantha Matthews,F,20.0,Italy,Italian,DevOps,1.0,50.0,3.4,True,79.0
FL250835,Brian Bailey,M,29.0,Germany,German,AI,8.0,40.0,3.1,False,60.0
FL250836,Toni Hinton,F,57.0,United Kingdom,English,DevOps,11.0,75.0,2.3,False,
FL250837,Robin Ortiz,F,36.0,Netherlands,Dutch,AI,8.0,40.0,,False,80.0
FL250838,Adam Griffith,M,51.0,South Korea,Korean,Web Development,32.0,50.0,3.2,False,88.0
FL250839,Daniel Roberson,M,44.0,India,Hindi,UI/UX Design,4.0,30.0,0.0,False,80.0
FL250840,Dale Haynes,M,58.0,Spain,Spanish,Cybersecurity,33.0,30.0,3.3,True,71.0
FL250841,Emily Scott,F,38.0,South Africa,Afrikaans,Mobile Apps,14.0,40.0,1.1,True,76.0
FL250842,David Brown,M,24.0,United States,English,UI/UX Design,6.0,30.0,4.6,True,93.0
FL250843,Stephanie Guzman,F,30.0,Turkey,Turkish,Blockchain Development,5.0,30.0,,False,
FL250844,Maxwell Johnson,M,25.0,Indonesia,Indonesian,Cybersecurity,3.0,75.0,,False,83.0
FL250845,Reginald Stephens,M,54.0,Indonesia,Indonesian,Mobile Apps,17.0,100.0,0.0,False,71.0
FL250846,Justin Jones,M,54.0,Italy,Italian,Cybersecurity,9.0,20.0,0.0,True,96.0
FL250847,Kristine Garcia,F,53.0,France,French,Graphic Design,16.0,40.0,0.0,False,
FL250848,John Nguyen,M,22.0,Russia,Russian,AI,3.0,75.0,3.4,True,65.0
FL250849,Anna Fleming,F,23.0,Mexico,Spanish,Data Analysis,2.0,20.0,1.3,False,
FL250850,Linda Williamson,F,47.0,France,French,Cybersecurity,16.0,50.0,1.9,False,71.0
FL250851,Roy Wilson,M,24.0,France,French,Web Development,6.0,50.0,1.4,True,63.0
FL250852,Jennifer Pierce,F,57.0,India,Hindi,UI/UX Design,10.0,100.0,4.3,False,
FL250853,Jason Johnson,M,48.0,Spain,Spanish,Graphic Design,16.0,30.0,,False,97.0
FL250854,Jasmine Lane,F,21.0,Turkey,Turkish,UI/UX Design,0.0,100.0,4.3,False,
FL250855,Evan Soto,M,33.0,Japan,Japanese,AI,13.0,75.0,0.0,True,
FL250856,Kevin Serrano,M,41.0,Turkey,Turkish,DevOps,12.0,50.0,1.3,False,85.0
FL250857,Nathaniel Benson,M,40.0,Australia,English,Cybersecurity,13.0,50.0,2.9,False,82.0
FL250858,Deanna Miles,F,40.0,Mexico,Spanish,Graphic Design,22.0,40.0,4.3,False,95.0
FL250859,Beverly Roy,F,20.0,United States,English,Graphic Design,1.0,45.0,2.7,False,94.0
FL250860,Heather Saunders,F,42.0,Mexico,Spanish,Web Development,9.0,50.0,4.2,,96.0
FL250861,Nicholas Guerrero,M,32.0,Canada,English,Blockchain Development,12.0,40.0,0.0,True,63.0
FL250862,Christopher Johnson,M,60.0,Japan,Japanese,AI,9.0,20.0,2.2,False,60.0
FL250863,Steven Flowers,M,46.0,Egypt,Arabic,Machine Learning,12.0,50.0,4.7,True,77.0
FL250864,Marvin Woods III,M,29.0,China,Mandarin,DevOps,0.0,30.0,0.0,False,63.0
FL250865,Michelle Cook,F,39.0,Brazil,Portuguese,Mobile Apps,18.0,20.0,2.5,True,61.0
FL250866,Logan Zamora,M,55.0,Russia,Russian,Mobile Apps,2.0,50.0,3.9,True,88.0
FL250867,Casey Roberts,M,55.0,Turkey,Turkish,Cybersecurity,9.0,100.0,1.2,True,69.0
FL250868,Jerry Price,M,40.0,Indonesia,Indonesian,Data Analysis,2.0,75.0,4.5,True,
FL250869,Kelly Ellis,F,56.0,China,Mandarin,UI/UX Design,35.0,40.0,2.7,True,82.0
FL250870,Caleb Guerra,M,57.0,Mexico,Spanish,Mobile Apps,21.0,75.0,2.0,False,96.0
FL250871,Samantha Norman,F,56.0,Russia,Russian,DevOps,3.0,40.0,1.7,False,71.0
FL250872,Sarah Clarke,F,49.0,Germany,German,Mobile Apps,24.0,75.0,3.0,True,77.0
FL250873,Aaron Blair,M,26.0,Spain,Spanish,Blockchain Development,8.0,75.0,2.1,True,
FL250874,Courtney Burton,F,36.0,South Korea,Korean,UI/UX Design,0.0,75.0,1.5,,73.0
FL250875,Gerald Taylor,M,20.0,Russia,Russian,Web Development,2.0,30.0,1.7,True,60.0
FL250876,Mary Ward,F,40.0,Spain,Spanish,AI,9.0,40.0,1.2,True,67.0
FL250877,Mrs. Lisa Beard DVM,F,30.0,India,Hindi,Mobile Apps,6.0,75.0,0.0,False,80.0
FL250878,Larry Wallace,M,51.0,Australia,English,Graphic Design,21.0,20.0,,True,
FL250879,Jeremiah Thompson,M,46.0,United States,English,UI/UX Design,24.0,40.0,3.3,True,87.0
FL250880,Mrs. Jessica Williams DVM,F,25.0,South Korea,Korean,AI,6.0,20.0,2.1,False,
FL250881,Martin Moreno,M,53.0,Netherlands,Dutch,Web Development,32.0,50.0,,True,
FL250882,Yolanda Proctor,F,50.0,Egypt,Arabic,Mobile Apps,31.0,100.0,2.9,True,89.0
FL250883,Allen Turner,M,45.0,South Korea,Korean,AI,9.0,20.0,3.3,True,93.0
FL250884,Beth Huff,F,48.0,Canada,English,Cybersecurity,24.0,100.0,4.8,True,84.0
FL250885,John Mckinney,M,30.0,Indonesia,Indonesian,DevOps,9.0,100.0,4.5,,78.0
FL250886,Sarah Ho,F,33.0,Netherlands,Dutch,UI/UX Design,6.0,50.0,3.1,False,90.0
FL250887,Lindsey Wang,F,50.0,United Kingdom,English,DevOps,11.0,50.0,4.9,True,88.0
FL250888,Margaret Schwartz,F,24.0,Indonesia,Indonesian,Data Analysis,6.0,20.0,0.0,False,76.0
FL250889,Kyle Ray,M,38.0,Italy,Italian,Web Development,14.0,75.0,1.5,False,62.0
FL250890,Isaac Hebert,M,56.0,Japan,Japanese,DevOps,2.0,75.0,2.4,False,
FL250891,Michele Jones,F,41.0,Russia,Russian,DevOps,2.0,100.0,4.5,False,75.0
FL250892,Austin Allen,M,41.0,Italy,Italian,UI/UX Design,11.0,100.0,2.5,True,80.0
FL250893,Haley Castro,F,42.0,Germany,German,Graphic Design,13.0,30.0,3.3,,63.0
FL250894,David Armstrong,M,26.0,India,Hindi,Blockchain Development,7.0,75.0,3.0,,84.0
FL250895,Wendy Mitchell,F,44.0,Canada,English,Cybersecurity,25.0,75.0,2.7,True,78.0
FL250896,Anthony Hernandez,M,46.0,Canada,English,Graphic Design,20.0,20.0,1.2,False,74.0
FL250897,Erica Johnson,F,36.0,United States,English,UI/UX Design,8.0,50.0,4.3,False,90.0
FL250898,Randall Barrett,M,26.0,Netherlands,Dutch,AI,6.0,40.0,1.3,False,
FL250899,Nathan Huff,M,21.0,Germany,German,UI/UX Design,3.0,50.0,4.6,True,
FL250900,Robin Walsh,F,39.0,Indonesia,Indonesian,UI/UX Design,18.0,50.0,2.1,False,75.0
FL250901,Yvonne Robinson,F,37.0,United States,English,Blockchain Development,18.0,40.0,4.5,False,72.0
FL250902,Kathleen Hendrix,F,47.0,Russia,Russian,UI/UX Design,3.0,40.0,4.4,True,92.0
FL250903,Jennifer Baker,F,53.0,Russia,Russian,Graphic Design,32.0,20.0,0.0,False,
FL250904,Kim Martinez,F,53.0,Argentina,Spanish,Mobile Apps,19.0,20.0,1.3,False,
FL250905,Andrew Little,M,21.0,India,Hindi,Data Analysis,2.0,50.0,2.6,False,86.0
FL250906,Kelly Shelton,F,35.0,United Kingdom,English,Blockchain Development,0.0,40.0,,True,85.0
FL250907,Steven Duncan,M,31.0,Argentina,Spanish,Machine Learning,13.0,40.0,1.2,False,62.0
FL250908,Kristen Haney,F,55.0,South Korea,Korean,AI,2.0,30.0,3.1,True,91.0
FL250909,Kathy Reese,F,59.0,Turkey,Turkish,Web Development,11.0,75.0,2.3,True,80.0
FL250910,Steven Murphy,M,59.0,France,French,Cybersecurity,17.0,100.0,4.0,False,72.0
FL250911,William Hartman,M,47.0,India,Hindi,Blockchain Development,10.0,75.0,1.9,,
FL250912,Sonya Haley,F,53.0,South Africa,Afrikaans,Machine Learning,26.0,75.0,2.4,True,
FL250913,Robert Evans,M,49.0,South Africa,Afrikaans,Data Analysis,9.0,30.0,,True,74.0
FL250914,Patricia Richardson,F,50.0,South Africa,Afrikaans,Mobile Apps,8.0,50.0,3.7,True,82.0
FL250915,Carolyn Lopez,F,59.0,South Korea,Korean,Machine Learning,22.0,100.0,1.1,False,85.0
FL250916,Kyle Burns,M,33.0,Turkey,Turkish,Data Analysis,8.0,75.0,2.3,True,68.0
FL250917,Margaret Garcia,F,45.0,Canada,English,Web Development,22.0,40.0,3.7,True,99.0
FL250918,Brittany Barker,F,36.0,Italy,Italian,Graphic Design,14.0,30.0,1.9,False,62.0
FL250919,Paul Campbell,M,46.0,South Africa,Afrikaans,UI/UX Design,6.0,30.0,1.5,False,
FL250920,Amy Morrow,F,53.0,Turkey,Turkish,Graphic Design,14.0,30.0,0.0,False,83.0
FL250921,Amy Fitzgerald,F,24.0,United States,English,Web Development,2.0,30.0,3.6,,92.0
FL250922,Anita Becker,F,49.0,Spain,Spanish,DevOps,4.0,75.0,2.1,,85.0
FL250923,Mrs. Amy Brooks,F,49.0,South Korea,Korean,AI,4.0,75.0,2.9,False,
FL250924,Lori Marshall,F,49.0,South Korea,Korean,Mobile Apps,24.0,100.0,3.6,True,
FL250925,Jennifer Miller,F,58.0,Brazil,Portuguese,Blockchain Development,29.0,30.0,3.3,True,89.0
FL250926,Thomas Young,M,50.0,South Africa,Afrikaans,UI/UX Design,13.0,50.0,2.5,True,81.0
FL250927,Zachary Larsen,M,27.0,South Africa,Afrikaans,DevOps,1.0,100.0,3.7,True,61.0
FL250928,Valerie Gutierrez,F,20.0,South Korea,Korean,Machine Learning,2.0,30.0,4.6,True,
FL250929,Daniel Parker,M,52.0,Russia,Russian,Blockchain Development,15.0,40.0,0.0,True,92.0
FL250930,Nicole Bennett,F,22.0,France,French,Machine Learning,2.0,30.0,2.0,False,96.0
FL250931,Lauren Lowery,F,38.0,Turkey,Turkish,Web Development,14.0,100.0,1.7,False,66.0
FL250932,Alexander Woodward,M,21.0,Canada,English,Graphic Design,0.0,100.0,3.0,False,64.0
FL250933,Anthony Walter,M,41.0,Australia,English,AI,15.0,40.0,3.4,False,100.0
FL250934,Valerie Finley,F,33.0,Indonesia,Indonesian,Blockchain Development,6.0,40.0,3.2,True,95.0
FL250935,Deborah Kelley,F,38.0,Mexico,Spanish,Mobile Apps,11.0,40.0,2.8,,91.0
FL250936,Kristina Miller,F,26.0,Russia,Russian,DevOps,8.0,20.0,4.1,True,82.0
FL250937,Anne Hampton,F,43.0,Netherlands,Dutch,AI,3.0,20.0,0.0,True,95.0
FL250938,Sandra Henry,F,21.0,Italy,Italian,Cybersecurity,0.0,45.0,0.0,True,95.0
FL250939,Tony Hester,M,47.0,South Korea,Korean,Mobile Apps,7.0,30.0,,,69.0
FL250940,Nathan Davis,M,35.0,Spain,Spanish,Graphic Design,6.0,40.0,,True,91.0
FL250941,Erica Jackson,F,37.0,Indonesia,Indonesian,Mobile Apps,9.0,30.0,2.7,True,
FL250942,Nancy Glover,F,38.0,Brazil,Portuguese,AI,15.0,40.0,4.0,,62.0
FL250943,Richard Sanchez,M,40.0,Canada,English,Data Analysis,20.0,20.0,2.5,False,81.0
FL250944,Savannah Reid,F,46.0,Brazil,Portuguese,Data Analysis,16.0,75.0,0.0,False,94.0
FL250945,Robert Salazar,M,56.0,Egypt,Arabic,DevOps,22.0,30.0,,False,95.0
FL250946,Hector Greer,M,24.0,Turkey,Turkish,Graphic Design,2.0,45.0,1.6,False,100.0
FL250947,Thomas Jackson,M,41.0,Mexico,Spanish,AI,1.0,75.0,0.0,True,94.0
FL250948,Tina Clark,F,38.0,Turkey,Turkish,Mobile Apps,8.0,30.0,4.0,True,92.0
FL250949,Heather Brown,F,28.0,France,French,DevOps,8.0,50.0,2.5,True,95.0
FL250950,John Weaver,M,25.0,Brazil,Portuguese,DevOps,7.0,20.0,3.8,,97.0
FL250951,Bradley Harris,M,41.0,United Kingdom,English,DevOps,8.0,50.0,4.8,False,75.0
FL250952,Cassandra Macdonald,F,45.0,Mexico,Spanish,Data Analysis,6.0,40.0,2.0,True,78.0
FL250953,Matthew White,M,47.0,Turkey,Turkish,DevOps,16.0,100.0,3.3,False,65.0
FL250954,Miss Kimberly Marshall,F,59.0,United Kingdom,English,Data Analysis,40.0,40.0,2.5,True,70.0
FL250955,Laura Thompson,F,25.0,Canada,English,Blockchain Development,6.0,100.0,,True,78.0
FL250956,Nathan Soto,M,27.0,Australia,English,Web Development,3.0,50.0,,True,96.0
FL250957,Rhonda Hines,F,57.0,Australia,English,AI,5.0,100.0,0.0,True,80.0
FL250958,Gabrielle Bowman,F,34.0,Turkey,Turkish,UI/UX Design,12.0,20.0,1.6,True,64.0
FL250959,Julian Edwards,M,55.0,France,French,UI/UX Design,33.0,50.0,0.0,False,92.0
FL250960,Nicholas Scott,M,21.0,Egypt,Arabic,Blockchain Development,1.0,100.0,0.0,True,
FL250961,Daniel Green,M,53.0,Netherlands,Dutch,DevOps,27.0,20.0,4.7,True,71.0
FL250962,Catherine Johnston,F,21.0,Germany,German,UI/UX Design,1.0,100.0,0.0,True,95.0
FL250963,Brenda Koch,F,36.0,Brazil,Portuguese,Web Development,9.0,20.0,4.1,False,86.0
FL250964,Mr. Robert Meza,M,40.0,Germany,German,AI,2.0,30.0,1.3,True,77.0
FL250965,Latoya Brown,F,59.0,United Kingdom,English,UI/UX Design,40.0,100.0,2.6,,
FL250966,David Osborne III,M,45.0,Netherlands,Dutch,Cybersecurity,4.0,20.0,2.7,,72.0
FL250967,David Hooper,M,44.0,South Korea,Korean,Machine Learning,9.0,40.0,,False,70.0
FL250968,Sarah Miller,F,36.0,United Kingdom,English,Cybersecurity,13.0,30.0,3.6,False,86.0
FL250969,Lisa Werner MD,F,26.0,India,Hindi,Graphic Design,1.0,75.0,3.0,True,
FL250970,Eric Jimenez,M,49.0,India,Hindi,Web Development,1.0,30.0,0.0,False,82.0
FL250971,Jay Bush,M,29.0,France,French,Mobile Apps,3.0,40.0,0.0,True,81.0
FL250972,Johnny Rice,M,32.0,France,French,Graphic Design,1.0,40.0,3.1,True,76.0
FL250973,Matthew Strong,M,24.0,Indonesia,Indonesian,Blockchain Development,3.0,30.0,3.9,False,90.0
FL250974,Mark Chandler,M,35.0,South Korea,Korean,DevOps,14.0,30.0,1.6,True,67.0
FL250975,Crystal Brown,F,43.0,Spain,Spanish,Blockchain Development,2.0,40.0,1.8,False,61.0
FL250976,Timothy Barton,M,53.0,South Korea,Korean,Machine Learning,27.0,100.0,3.7,False,73.0
FL250977,Lisa Hickman,F,38.0,Russia,Russian,DevOps,7.0,75.0,,False,
FL250978,Alan Mendoza,M,57.0,United Kingdom,English,Cybersecurity,29.0,75.0,4.1,False,90.0
FL250979,Jason Sanders,M,27.0,China,Mandarin,Blockchain Development,5.0,75.0,1.4,True,64.0
FL250980,Charles Dean,M,43.0,Argentina,Spanish,Web Development,2.0,100.0,1.1,True,63.0
FL250981,Blake Newton,M,48.0,Canada,English,Data Analysis,18.0,40.0,3.9,,
FL250982,David Gonzalez,M,26.0,Brazil,Portuguese,Cybersecurity,8.0,20.0,3.6,False,67.0
FL250983,Cindy Williams,F,41.0,South Africa,Afrikaans,Graphic Design,0.0,40.0,0.0,False,97.0
FL250984,Laura Wong DDS,F,50.0,Italy,Italian,Data Analysis,16.0,75.0,4.5,False,69.0
FL250985,Robert Moran,M,48.0,South Africa,Afrikaans,Web Development,8.0,50.0,,True,73.0
FL250986,Bradley Wu,M,60.0,Spain,Spanish,Blockchain Development,39.0,20.0,1.4,True,86.0
FL250987,Daniel Thomas,M,26.0,Egypt,Arabic,Machine Learning,8.0,50.0,0.0,True,81.0
FL250988,Michelle Peterson,F,35.0,South Korea,Korean,Graphic Design,16.0,100.0,4.3,True,74.0
FL250989,Seth Thomas,M,23.0,United States,English,Blockchain Development,4.0,100.0,2.2,True,64.0
FL250990,Evan Ramos,M,37.0,Australia,English,Graphic Design,4.0,75.0,3.2,False,76.0
FL250991,Michelle Solis,F,21.0,Argentina,Spanish,AI,2.0,100.0,3.7,True,73.0
FL250992,Charlotte Taylor,F,58.0,Germany,German,UI/UX Design,37.0,50.0,4.9,False,69.0
FL250993,Sandra Preston,F,52.0,Indonesia,Indonesian,Mobile Apps,32.0,75.0,3.2,False,79.0
FL250994,Jim Weiss,M,46.0,Russia,Russian,Mobile Apps,8.0,20.0,2.2,,89.0
FL250995,Jennifer Hinton,F,34.0,South Africa,Afrikaans,DevOps,8.0,30.0,3.9,True,95.0
FL250996,Albert Wilcox,M,56.0,Turkey,Turkish,DevOps,13.0,100.0,0.0,False,68.0
FL250997,Cheryl Norris,F,26.0,Germany,German,Blockchain Development,6.0,40.0,2.8,False,82.0
FL250998,Kathy Watkins,F,37.0,Japan,Japanese,Data Analysis,15.0,75.0,,False,94.0
FL250999,John Obrien,M,46.0,Russia,Russian,Machine Learning,22.0,100.0,2.8,True,97.0
FL251000,Dawn Green,F,36.0,Mexico,Spanish,UI/UX Design,18.0,20.0,1.7,True,72.0
